2	0.043309844015465
3	0.04352505734832599
4	0.03630449182856114
5	0.03660728904866564
6	0.035793372295092864
7	0.03684350543250125
8	0.0351318538346825
9	0.034505974562432394
10	0.03469092564347321
11	0.035156816795452704
12	0.035329538743301275
13	0.03532183244825791
14	0.03408670940716365
15	0.032793565923035076
16	0.03359641822276725
17	0.03315696529207004
18	0.034632128747537794
19	0.03350044864419192
20	0.036077884049376584
21	0.0336770140339009
22	0.03393823220115177
23	0.033903699458375576
24	0.03433129207100856
25	0.03442893102332125
26	0.033797771871343696
27	0.03301842668319217
28	0.032995987194350526
29	0.03326462048680685
30	0.03273591429512878
